pdf_file,causal_sentence
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"conversely, the present findings showed that psychological distress-in the form of threatened human needs intrinsically follows even very minimal inductions of pain."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"in several healthcare settings of western society, pain management still tends to take a biomedical approach, which often concentrates on the organic origin of pain, regarding it mostly as a potential diagnostic tool and therefore undervaluing its psychological and psychosocial consequences (bendelow & williams, 1995; kugelmann, 2003; scarry, 1994)."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,practitioners still anchored to a bio-medical view might benefit from considering the social and psychological vulnerability of people in pain.
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"showing that physical pain decreases one's satisfaction of belonging, self-esteem, control and meaningful existence, our findings could support healthcare professionals in appreciating why and how they can take the ""social"" component of the bio psychosocial model into consideration."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,we found that one-minute inductions of social or physical pain can threaten need satisfaction.
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"however, this effect is likely to extend beyond acute episodes to individuals experiencing chronic social and physical pain."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"limitations and future directions nevertheless, it should be noted that converging evidence of physiological and psychological commonalities does not imply that social and physical pain are equivalent constructs, with identical psychological features and consequences."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,showed that social pain can be relived and re-experienced more readily than physical pain.
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"moreover, several researchers used physical pain to investigate the specificity of the effects of social exclusion, finding social pain to be uniquely able to lead to a deconstructed state and impair cognition and self-regulation (e.g., baumeister, dewall, ciarocco, & twenge, 2005)."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"consistent with this literature, we found lower basic needs satisfaction for the participants who experienced social compared with physical pain."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"in experiment 1, the intensity of pain associated with episodes of social and physical pain did not differ; nevertheless, social pain was associated with lower needs satisfaction than physical pain."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"in experiment 2, even though the participants in the physical pain condition reported higher pain scores than those in the social pain condition, social pain still had a greater impact on basic needs."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,"critically, there was no difference in negative affect between social and physical pain, suggesting negative affect cannot explain worsened basic needs satisfaction for those in social compared with physical pain."
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,just because you're imaging the brain doesn't mean you can stop using your head: a primer and set of first principles.
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,in-group and out-group membership mediates anterior cingulate activation to social exclusion.
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,variation in the mu-opiod receptor gene (oprm1) is associated with dispositional and neural sensitivity to social rejection.
/content/drive/MyDrive/Datasets/Third_dataset/Euro J Social Psych - 2011 - Riva - The consequences of pain  The social and physical pain overlap on psychological.pdf,adding injury to insult: unexpected rejection leads to more aggressive responses.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"compared with inclusion, exclusion threatens people's fundamental needs, decreases their mood (blackhart, nelson, knowles, & baumeister, 2009; gerber & wheeler, 2009), and impairs self-regulation (dewall & baumeister, 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"exclusion also makes people feel colder than inclusion (zhong & leonardelli, 2008) and causes their brains to register higher levels of pain (eisenberger, lieberman, & williams, 2003)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"more specifically, we assess whether people's psychological and behavioral reaction to inclusion or exclusion differs depending on the primary source of the actions leading to it."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"although, generally, both will to some extent be a cause of inclusion or exclusion, we argue that either of these processes may be the predominant cause in a given situation."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"at the one extreme, we argue, people may end up included or excluded primarily as a result of other people's actions."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"for example, people may or may not be asked for their opinion, be kept in the loop of information, be asked to join a work group, or be invited to a birthday party."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"although people may exert some effort to secure inclusion in these examples, ultimately others' decision on whether to include them determines whether this will happen."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"people's own failure to ""claim"" inclusion in a computerized ballgame was equally detrimental for fundamental needs and made people equally unlikely to behave prosocially to group members, as being denied inclusion by others."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"sometimes, exclusion may even be harshly enforced by collectively humiliating some individuals (schuster, 1996) or by giving them the silent treatment (gruter, 1986)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,key in all these examples is that other people's actions play an instrumental role in causing a target's state of inclusion or exclusion.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"that is, people end up included or excluded primarily because other people's actions cause their inclusion or other people's actions cause their exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"at the other extreme, we argue, inclusion or exclusion may result primarily from people's own actions."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"inclusion may also depend on meeting more implicit requirements, and people are highly sensitive to cues of such implicit norms."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"indeed, people who are successful at meeting such explicit or implicit membership requirements end up included, whereas people who fail to do so end up excluded."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"in other words, inclusion or exclusion primarily results from people's own success or failure to do what is necessary to ensure inclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"that is, people end up included or excluded primarily because their own actions cause inclusion or their own actions cause exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,existing experimental research often focuses on inclusion and exclusion that result predominantly from the actions of others.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"a substantive body of research has found that, compared with social inclusion, social exclusion makes people feel worse and threatens their fundamental needs for belongingness, self-esteem, control, and meaningful existence (blackhart et al., 2009; gerber & wheeler, 2009)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, it remains unclear whether the observed effects are generally the result of the satisfaction of inclusion, the distress of exclusion, or both (blackhart et al., 2009; gerber & wheeler, 2009)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,distinguishing between different sources of inclusion and exclusion may provide a useful framework in which to interpret the existing findings and understand why they occur.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"we assert that, in addition, this will be the case no matter whether exclusion is based on one's own actions or on the actions of others."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"as a result, rather than reacting in a reflexive and undifferentiated manner, people should be ready to appreciate differences in how they got included right from the start."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"as a result, we argue that their reactions to inclusion will differ if it results from their own actions or those of others."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"satisfying the need to belong may require having both ongoing interactions with a person and having a relationship marked by concern and caring (baumeister & leary, 1995)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"in support of this view, studies of romantic relationships have found that inclusion fails to be satisfying when affective feelings are unrequited (baumeister, wotman, & stillwell, 1993) or relationships lack mutual concern (clark & mills, 1979)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,claiming and being granted inclusion are equally viable ways of securing ongoing interactions.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"after all, how one attains inclusion does not affect the frequency with which one interacts."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, when one is granted inclusion, this may be perceived as a sign that one is appreciated, possibly even cared about, by interaction partners, whereas it seems difficult to attribute such feelings to interaction partners when inclusion is claimed for oneself."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"for example, although prior research on ostracism generally finds that inclusion is not more or less moderated by cross-cutting variables than exclusion, there is one often overlooked exception."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"zadro and colleagues (2004) studied whether it mattered if inclusion or exclusion was allegedly based on people's own decision to toss or not toss a ball to the participant, or whether they were simply following a script."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"this difference did not impact people's immediate evaluation of exclusion, but it did impact people's immediate evaluation of inclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"when coplayers allegedly chose whom to toss the ball to, inclusion was more satisfying than when they followed a script (zadro et al., 2004)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"in line with this reasoning, we contend that to offer maximum psychological benefit, inclusion needs to be granted by others rather than claimed for oneself."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, participants' inclusion or exclusion in the game allegedly results from other players' willingness to throw them the ball."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"in other words, the computer determines the outcome of classic cyberball, but participants are led to believe that their inclusion or exclusion in the game results from the behavior of the other players."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"a simple change to the instructions and procedure of the game, but not to its outcome, allowed us to compare the consequences of inclusion and exclusion when they result from other players' behavior and when they result largely from participants' own behavior."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"to ensure the outcomes mirrored those of the classic cyberball game, the game was rigged such that participants in the inclusion condition managed to claim the ball as often as the other players, whereas participants in the exclusion condition only managed to get a couple of throws."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, in claimball, participants are led to believe that their inclusion or exclusion in the game results largely from their own behavior, whereas in classic cyberball it allegedly results from the behavior of the other players."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,we predicted that exclusion from claimball would have an equally negative impact on these fundamental needs as exclusion from classic cyberball.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"moreover, we predicted that inclusion in claimball would not satisfy people's fundamental needs to the same extent as inclusion in classic cyberball."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"simple effects analysis revealed that exclusion did not reduce need satisfaction relative to inclusion as strongly in claimball, f(1, 128) = 69.86, p < .001, η2 = .35, as in classic cyberball, f(1, 128) = 145.77, p < .001, η2 = .53 (see figure 1)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, as is typical for inclusion exclusion manipulations using cyberball (k. d. williams, 2007), being excluded versus included had a detrimental impact on all four fundamental needs."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"stated differently, the differential impact of inclusion in classic cyberball and claimball was driven mainly by the need to belong and the need for meaningful existence."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"for this purpose, we draw on recent insights that inclusion is associated with warmth."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"for example, compared with exclusion, inclusion increases perceptions of room temperature and reduces people's longing for warm food and drinks (zhong & leonardelli, 2008)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,we expect that the effect of inclusion on warmth will also depend on the antecedent process.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"as giving is more strongly associated with warmth than taking (l. e. williams & bargh, 2008), we predict that participants who are included in classic cyberball will think their interaction partners perceive them to be warmer than participants included in claimball."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"in line with this notion, we expect that people will react differently to inclusion depending on their perception of the level of warmth involved."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"given that people prefer relationships marked by mutual affective concern (baumeister & leary, 1995), we expect that people will find inclusion in relationships more satisfying when their interaction partners perceive them to be warm."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, we expect that meta perceptions of warmth will mediate the effect of the different conditions on need satisfaction."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"more specifically, we predict that participants who are included in claimball as opposed to classic cyberball will think their interaction partners feel less warmly toward them and as a result will experience lower levels of need satisfaction."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"that is, we assess whether others benefit or suffer depending on the antecedents of their interaction partners' inclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,we argue that meta perceptions of warmth will also mediate the effect of claimed versus received inclusion on prosocial behavior.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"again, we predict that participants who are included in classic cyberball will think their interaction partners perceive them to be warmer than participants included in claimball."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"finally, to ensure that the effect on need satisfaction and prosocial behavior do not simply result from changes to participants' affective states, we tested whether mood acted as an alternative mediator."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, again being excluded versus included had a detrimental impact on all four fundamental needs in both games."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, again, similar to study 1, the differential impact of inclusion in classic cyberball and claimball was primarily driven by belonging and meaningful existence."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"the immediate impact of exclusion was equally detrimental for people's fundamental needs, warmth, and prosocial behavior, regardless of whether the ball was not thrown to them or failed to be claimed by them."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"when people managed to claim a ball as often as other players, their fundamental needs were less satisfied and they gave less to interaction partners than when they were thrown the ball as often as other players."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"moreover, they thought others perceived them to be less warm, and this relative lack of warmth satisfied their fundamental needs to a lesser extent and made them less inclined to behave prosocially to interaction partners."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,these results imply that the immediate impact of claiming rather than receiving inclusion is to significantly undermine its psychological and interpersonal benefits.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"importantly, we provide evidence that the immediate impact of processes underlying inclusion and exclusion need not work in similar ways on the two ends of the inclusionary continuum."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,we add that excluded people are equally hurt when it results from a failure to claim inclusion as when it results from being denied inclusion.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, we show that people's immediate reaction to inclusion differs depending on whether people claim it or whether it is granted to them."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, one needs to assess reactions to both inclusion and exclusion to fully understand the immediate effects of the processes underlying inclusionary states as they do not always work in similar ways on the two ends of the inclusionary continuum (blackhart et al., 2009)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"moreover, we found that inclusion needs to be accompanied by perceptions of warmth to have a strong effect on well-being."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"this important finding is in line with the notion that both repeated interactions and interpersonal warmth are required to satisfy the need to belong (baumeister & leary, 1374 personality and social psychology bulletin 38(10) 1995)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, people who were merely included as a result of a scripted procedure need not have assumed their interaction partner felt warmly about them, which may explain why prescripted inclusion was found to be less satisfying (zadro et al., 2004)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, we argue that prior research found that inclusion had similar psychological consequences under a wide range of conditions because these conditions did not differ in terms of warmth."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"moreover, we observed that inclusion resulting from the actions of others had a more positive effect on overall well-being than inclusion resulting from one's own actions, whereas these antecedent processes did not affect the effect of exclusion on overall well-being."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"however, this predicted interaction was only significant for the need for belonging, meaning, and control."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"possibly, claiming inclusion did not reduce self-esteem relative to being given inclusion because self-esteem depends on feeling likeable as well as competent (tafarodi & swann, 2001)."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, it is possible that claiming and receiving inclusion each boosted positive self-feelings in a different domain."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,this underscores our reasoning that belonging remains a key motivation for people regardless of whether inclusion is largely the result of their own actions or others' actions.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"indeed, although we observed that inclusion that is claimed is less satisfying for belonging than inclusion that is granted, it remained more satisfying than being excluded."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"hence, our results speak against the possibility that people simply do not care about belonging when it results from their own actions."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"although these questions are beyond the scope of our current focus on the consequences of claiming or being granted inclusion, they may offer a fruitful path for further investigations."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"given that previous research found that exclusion by undesirable group members is no less painful than exclusion by desirable ones (e.g., zadro et al., 2004), we do not expect the value of the group to interact with the source (i.e., the self or others) of the exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,the importance of interpersonal warmth for our findings suggests that the differential effects of claimed and received inclusion may depend on the value of the group.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,participants may feel more warmly toward members of valued groups and thus react especially strongly to inclusion by interaction partners belonging to valued groups.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"although beyond the scope of the current research, we note that participants in our studies may not necessarily have attributed their success or failure at attaining inclusion in line with the actions causing it."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"they argued that people who were ignored should experience a failure to gain social connection, whereas people who were rejected should experience a loss of social connection."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,the experiences of failing to claim inclusion and being denied inclusion might differ in a similar fashion.
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, if they end up excluded, this ostensibly happens after they have attempted to claim the ball and failed."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"consequently, they might primarily experience this as a failure at gaining inclusion rather than a loss of inclusion."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"thus, extrapolating from the findings of molden and colleagues, they may be inclined to seek reengagement, which might also lead them to behave relatively prosocially."
/content/drive/MyDrive/Datasets/Third_dataset/de-waal-andrews-van-beest-2012-when-you-don-t-quite-get-what-you-want-psychological-and-interpersonal-consequences-of.pdf,"in contrast, participants in classic cyberball need to receive the ball from other players to be included in the game."
